Loyalty Number,Enrollment Date,Cancellation Date,First_Activity,Last_Activity,Activity_Row_Count
340277,2013-07-01,,2017-01-01,2018-12-01,24.0
199959,2018-03-01,,2018-02-01,2018-12-01,11.0
571479,2018-05-01,,2017-01-01,2018-12-01,24.0
581533,2013-06-01,,2017-01-01,2018-12-01,24.0
472674,2013-12-01,,2017-01-01,2018-12-01,24.0
431514,2018-05-01,,2017-01-01,2018-12-01,24.0
574723,2017-09-01,,2017-01-01,2018-12-01,24.0
794286,2017-03-01,,2017-01-01,2018-12-01,24.0
117618,2012-07-01,,2017-01-01,2018-12-01,24.0
606371,2014-04-01,,2017-01-01,2018-12-01,24.0
573217,2015-11-01,,2017-01-01,2018-12-01,24.0
902015,2017-03-01,,2017-01-01,2018-12-01,24.0
549080,2016-02-01,,2017-01-01,2018-12-01,24.0
942984,2017-09-01,,2017-01-01,2018-12-01,24.0
421191,2014-09-01,,2017-01-01,2018-12-01,24.0
395512,2015-02-01,2015-10-01,2017-01-01,2018-12-01,24.0
897728,2018-11-01,,2017-01-01,2018-12-01,24.0
441719,2014-12-01,2015-08-01,2017-01-01,2018-12-01,24.0
810990,2014-05-01,,2017-01-01,2018-12-01,24.0
924056,2013-10-01,,2017-01-01,2018-12-01,24.0
592088,2015-05-01,,2017-01-01,2018-12-01,24.0
600756,2012-06-01,,2017-01-01,2018-12-01,24.0
180411,2013-03-01,,2017-01-01,2018-12-01,24.0
572094,2012-04-01,,2017-01-01,2018-12-01,24.0
344009,2017-05-01,,2017-01-01,2018-12-01,24.0
869265,2015-09-01,,2017-01-01,2018-12-01,24.0
144936,2015-09-01,2018-01-01,2017-01-01,2018-12-01,24.0
691645,2018-03-01,,2018-02-01,2018-12-01,11.0
539106,2014-06-01,,2017-01-01,2018-12-01,24.0
436087,2018-04-01,2018-08-01,2018-02-01,2018-12-01,11.0
360868,2018-05-01,,2017-01-01,2018-12-01,24.0
752874,2013-11-01,,2017-01-01,2018-12-01,24.0
793742,2017-07-01,2018-03-01,2017-01-01,2018-12-01,24.0
448774,2014-06-01,,2017-01-01,2018-12-01,24.0
131463,2013-04-01,,2017-01-01,2018-12-01,24.0
502212,2014-01-01,,2017-01-01,2018-12-01,24.0
712130,2014-11-01,,2017-01-01,2018-12-01,24.0
378267,2012-12-01,,2017-01-01,2018-12-01,24.0
926961,2013-03-01,,2017-01-01,2018-12-01,24.0
309921,2015-11-01,,2017-01-01,2018-12-01,24.0
508215,2018-11-01,,2017-01-01,2018-12-01,24.0
995943,2012-07-01,,2017-01-01,2018-12-01,24.0
781347,2013-12-01,,2017-01-01,2018-12-01,24.0
905180,2013-11-01,,2017-01-01,2018-12-01,24.0
342929,2014-06-01,,2017-01-01,2018-12-01,24.0
820223,2017-03-01,,2017-01-01,2018-12-01,24.0
424012,2017-04-01,,2017-01-01,2018-12-01,24.0
314935,2013-02-01,,2017-01-01,2018-12-01,24.0
904367,2017-05-01,,2017-01-01,2018-12-01,24.0
616207,2018-08-01,,2017-01-01,2018-12-01,24.0
218311,2016-11-01,,2017-01-01,2018-12-01,24.0
316323,2017-08-01,2018-04-01,2017-01-01,2018-12-01,24.0
923406,2017-10-01,,2017-01-01,2018-12-01,24.0
403258,2018-12-01,,2017-01-01,2018-12-01,24.0
671928,2016-09-01,,2017-01-01,2018-12-01,24.0
610585,2014-09-01,,2017-01-01,2018-12-01,24.0
962566,2017-09-01,,2017-01-01,2018-12-01,24.0
366250,2018-05-01,,2017-01-01,2018-12-01,24.0
575015,2016-11-01,2017-07-01,2017-01-01,2018-12-01,24.0
144702,2013-07-01,2015-10-01,2017-01-01,2018-12-01,24.0
980478,2016-06-01,,2017-01-01,2018-12-01,24.0
932572,2012-07-01,,2017-01-01,2018-12-01,24.0
244387,2014-11-01,,2017-01-01,2018-12-01,24.0
329215,2015-09-01,,2017-01-01,2018-12-01,24.0
420010,2018-03-01,,2018-02-01,2018-12-01,11.0
857353,2016-08-01,,2017-01-01,2018-12-01,24.0
468138,2016-11-01,,2017-01-01,2018-12-01,24.0
414207,2015-06-01,,2017-01-01,2018-12-01,24.0
452976,2017-04-01,,2017-01-01,2018-12-01,24.0
561284,2017-01-01,,2017-01-01,2018-12-01,24.0
149426,2017-04-01,,2017-01-01,2018-12-01,24.0
943048,2017-02-01,,2017-01-01,2018-12-01,24.0
447804,2015-01-01,2018-02-01,2017-01-01,2018-12-01,24.0
907595,2018-11-01,,2017-01-01,2018-12-01,24.0
337488,2016-09-01,,2017-01-01,2018-12-01,24.0
552818,2014-05-01,,2017-01-01,2018-12-01,24.0
268439,2017-03-01,,2017-01-01,2018-12-01,24.0
936214,2012-06-01,,2017-01-01,2018-12-01,24.0
642485,2018-01-01,,2017-01-01,2018-12-01,24.0
341594,2015-09-01,,2017-01-01,2018-12-01,24.0
481902,2016-11-01,2017-07-01,2017-01-01,2018-12-01,24.0
710203,2015-06-01,2016-02-01,2017-01-01,2018-12-01,24.0
898630,2015-07-01,,2017-01-01,2018-12-01,24.0
182058,2016-08-01,,2017-01-01,2018-12-01,24.0
263127,2016-07-01,,2017-01-01,2018-12-01,24.0
709385,2016-09-01,,2017-01-01,2018-12-01,24.0
224952,2013-09-01,,2017-01-01,2018-12-01,24.0
326707,2014-03-01,,2017-01-01,2018-12-01,24.0
687525,2013-07-01,,2017-01-01,2018-12-01,24.0
770094,2015-07-01,,2017-01-01,2018-12-01,24.0
839659,2013-06-01,,2017-01-01,2018-12-01,24.0
806850,2018-04-01,,2018-02-01,2018-12-01,11.0
448577,2017-10-01,,2017-01-01,2018-12-01,24.0
863259,2013-02-01,,2017-01-01,2018-12-01,24.0
269632,2016-06-01,,2017-01-01,2018-12-01,24.0
705641,2013-12-01,,2017-01-01,2018-12-01,24.0
133730,2013-10-01,,2017-01-01,2018-12-01,24.0
960253,2018-08-01,,2017-01-01,2018-12-01,24.0
602068,2016-09-01,2018-03-01,2017-01-01,2018-12-01,24.0
690494,2017-10-01,,2017-01-01,2018-12-01,24.0
571498,2016-06-01,,2017-01-01,2018-12-01,24.0
390911,2016-12-01,,2017-01-01,2018-12-01,24.0
939289,2016-07-01,2017-03-01,2017-01-01,2018-12-01,24.0
133035,2017-02-01,,2017-01-01,2018-12-01,24.0
435789,2012-08-01,,2017-01-01,2018-12-01,24.0
655721,2018-03-01,,2018-02-01,2018-12-01,11.0
318751,2015-10-01,,2017-01-01,2018-12-01,24.0
319822,2012-11-01,,2017-01-01,2018-12-01,24.0
339845,2017-11-01,,2017-01-01,2018-12-01,24.0
666878,2014-05-01,,2017-01-01,2018-12-01,24.0
761150,2017-06-01,2018-02-01,2017-01-01,2018-12-01,24.0
786703,2015-10-01,,2017-01-01,2018-12-01,24.0
694472,2016-08-01,,2017-01-01,2018-12-01,24.0
799399,2018-02-01,,2018-02-01,2018-12-01,11.0
243001,2018-11-01,,2017-01-01,2018-12-01,24.0
382738,2017-05-01,,2017-01-01,2018-12-01,24.0
900977,2015-12-01,2016-08-01,2017-01-01,2018-12-01,24.0
831829,2013-05-01,,2017-01-01,2018-12-01,24.0
385235,2013-10-01,,2017-01-01,2018-12-01,24.0
206591,2016-10-01,,2017-01-01,2018-12-01,24.0
167363,2014-12-01,,2017-01-01,2018-12-01,24.0
335755,2013-06-01,,2017-01-01,2018-12-01,24.0
574391,2017-09-01,,2017-01-01,2018-12-01,24.0
585509,2018-06-01,,2017-01-01,2018-12-01,24.0
753977,2016-11-01,2017-07-01,2017-01-01,2018-12-01,24.0
768518,2012-07-01,,2017-01-01,2018-12-01,24.0
935253,2017-06-01,,2017-01-01,2018-12-01,24.0
960678,2014-08-01,2014-11-01,2017-01-01,2018-12-01,24.0
284610,2013-08-01,,2017-01-01,2018-12-01,24.0
337815,2015-06-01,,2017-01-01,2018-12-01,24.0
182184,2014-12-01,,2017-01-01,2018-12-01,24.0
578944,2016-09-01,,2017-01-01,2018-12-01,24.0
748831,2016-12-01,2017-08-01,2017-01-01,2018-12-01,24.0
258860,2014-10-01,,2017-01-01,2018-12-01,24.0
314413,2017-12-01,,2017-01-01,2018-12-01,24.0
541564,2013-07-01,,2017-01-01,2018-12-01,24.0
791765,2013-11-01,,2017-01-01,2018-12-01,24.0
824668,2016-03-01,,2017-01-01,2018-12-01,24.0
176359,2016-02-01,,2017-01-01,2018-12-01,24.0
408468,2018-05-01,,2017-01-01,2018-12-01,24.0
532378,2015-09-01,,2017-01-01,2018-12-01,24.0
167219,2015-10-01,2016-06-01,2017-01-01,2018-12-01,24.0
756496,2012-09-01,,2017-01-01,2018-12-01,24.0
196798,2013-12-01,2018-08-01,2017-01-01,2018-12-01,24.0
140750,2014-09-01,,2017-01-01,2018-12-01,24.0
584173,2013-11-01,,2017-01-01,2018-12-01,24.0
855721,2014-03-01,,2017-01-01,2018-12-01,24.0
734119,2015-08-01,2016-04-01,2017-01-01,2018-12-01,24.0
456554,2017-08-01,,2017-01-01,2018-12-01,24.0
474383,2017-03-01,,2017-01-01,2018-12-01,24.0
892994,2015-05-01,,2017-01-01,2018-12-01,24.0
273552,2017-08-01,,2017-01-01,2018-12-01,24.0
863626,2013-07-01,,2017-01-01,2018-12-01,24.0
314250,2017-05-01,,2017-01-01,2018-12-01,24.0
135878,2015-04-01,2018-05-01,2017-01-01,2018-12-01,24.0
476497,2017-01-01,,2017-01-01,2018-12-01,24.0
682979,2014-06-01,,2017-01-01,2018-12-01,24.0
909476,2017-04-01,,2017-01-01,2018-12-01,24.0
512897,2017-04-01,,2017-01-01,2018-12-01,24.0
537795,2014-07-01,,2017-01-01,2018-12-01,24.0
700276,2016-04-01,,2017-01-01,2018-12-01,24.0
708271,2017-05-01,,2017-01-01,2018-12-01,24.0
843672,2018-05-01,2018-11-01,2017-01-01,2018-12-01,24.0
419237,2017-03-01,2017-11-01,2017-01-01,2018-12-01,24.0
645147,2014-10-01,,2017-01-01,2018-12-01,24.0
704074,2013-01-01,,2017-01-01,2018-12-01,24.0
978654,2014-05-01,,2017-01-01,2018-12-01,24.0
227015,2012-11-01,,2017-01-01,2018-12-01,24.0
165596,2016-03-01,,2017-01-01,2018-12-01,24.0
819592,2014-09-01,,2017-01-01,2018-12-01,24.0
847559,2017-01-01,,2017-01-01,2018-12-01,24.0
523288,2012-05-01,,2017-01-01,2018-12-01,24.0
969318,2013-07-01,,2017-01-01,2018-12-01,24.0
370990,2013-01-01,,2017-01-01,2018-12-01,24.0
433946,2015-09-01,,2017-01-01,2018-12-01,24.0
263822,2017-09-01,,2017-01-01,2018-12-01,24.0
387650,2016-02-01,,2017-01-01,2018-12-01,24.0
768030,2017-05-01,,2017-01-01,2018-12-01,24.0
398305,2018-03-01,,2018-02-01,2018-12-01,11.0
304643,2016-08-01,,2017-01-01,2018-12-01,24.0
502745,2018-03-01,,2018-02-01,2018-12-01,11.0
683909,2018-02-01,,2018-02-01,2018-12-01,11.0
413305,2013-09-01,2015-09-01,2017-01-01,2018-12-01,24.0
600063,2013-05-01,,2017-01-01,2018-12-01,24.0
846119,2017-03-01,,2017-01-01,2018-12-01,24.0
700731,2017-04-01,2017-12-01,2017-01-01,2018-12-01,24.0
257391,2015-07-01,,2017-01-01,2018-12-01,24.0
935068,2012-07-01,,2017-01-01,2018-12-01,24.0
628180,2015-03-01,,2017-01-01,2018-12-01,24.0
415090,2018-04-01,,2018-02-01,2018-12-01,11.0
646022,2012-12-01,,2017-01-01,2018-12-01,24.0
245575,2017-02-01,,2017-01-01,2018-12-01,24.0
327903,2018-01-01,2018-09-01,2017-01-01,2018-12-01,24.0
701708,2015-05-01,2016-01-01,2017-01-01,2018-12-01,24.0
245604,2014-10-01,,2017-01-01,2018-12-01,24.0
649054,2014-12-01,,2017-01-01,2018-12-01,24.0
496387,2013-11-01,,2017-01-01,2018-12-01,24.0
928294,2016-08-01,,2017-01-01,2018-12-01,24.0
210148,2016-08-01,2017-04-01,2017-01-01,2018-12-01,24.0
265317,2013-03-01,,2017-01-01,2018-12-01,24.0
765127,2015-06-01,,2017-01-01,2018-12-01,24.0
485330,2018-02-01,,2018-02-01,2018-12-01,11.0
130953,2016-01-01,,2017-01-01,2018-12-01,24.0
241144,2014-12-01,,2017-01-01,2018-12-01,24.0
753130,2018-08-01,,2017-01-01,2018-12-01,24.0
962267,2017-11-01,,2017-01-01,2018-12-01,24.0
401722,2014-11-01,,2017-01-01,2018-12-01,24.0
994993,2016-04-01,,2017-01-01,2018-12-01,24.0
275694,2018-03-01,,2018-02-01,2018-12-01,11.0
693196,2017-04-01,,2017-01-01,2018-12-01,24.0
712248,2014-02-01,,2017-01-01,2018-12-01,24.0
441423,2015-11-01,,2017-01-01,2018-12-01,24.0
901775,2015-09-01,,2017-01-01,2018-12-01,24.0
353535,2015-02-01,2016-07-01,2017-01-01,2018-12-01,24.0
807058,2018-10-01,,2017-01-01,2018-12-01,24.0
218425,2013-12-01,,2017-01-01,2018-12-01,24.0
938323,2015-07-01,,2017-01-01,2018-12-01,24.0
638732,2014-12-01,,2017-01-01,2018-12-01,24.0
583601,2018-08-01,,2017-01-01,2018-12-01,24.0
895185,2016-11-01,,2017-01-01,2018-12-01,24.0
641869,2015-02-01,,2017-01-01,2018-12-01,24.0
529733,2018-05-01,,2017-01-01,2018-12-01,24.0
377029,2013-10-01,,2017-01-01,2018-12-01,24.0
638602,2015-12-01,,2017-01-01,2018-12-01,24.0
373501,2017-07-01,,2017-01-01,2018-12-01,24.0
580628,2012-05-01,,2017-01-01,2018-12-01,24.0
948658,2017-10-01,,2017-01-01,2018-12-01,24.0
521176,2014-10-01,,2017-01-01,2018-12-01,24.0
907544,2013-10-01,,2017-01-01,2018-12-01,24.0
597228,2016-03-01,,2017-01-01,2018-12-01,24.0
351389,2013-12-01,,2017-01-01,2018-12-01,24.0
533742,2012-05-01,,2017-01-01,2018-12-01,24.0
916131,2014-09-01,,2017-01-01,2018-12-01,24.0
178036,2015-12-01,,2017-01-01,2018-12-01,24.0
601167,2015-07-01,,2017-01-01,2018-12-01,24.0
821705,2012-10-01,,2017-01-01,2018-12-01,24.0
662521,2013-01-01,,2017-01-01,2018-12-01,24.0
191558,2017-09-01,,2017-01-01,2018-12-01,24.0
749362,2015-01-01,2015-09-01,2017-01-01,2018-12-01,24.0
803084,2018-06-01,,2017-01-01,2018-12-01,24.0
100644,2015-07-01,,2017-01-01,2018-12-01,24.0
220564,2014-06-01,,2017-01-01,2018-12-01,24.0
753987,2012-09-01,,2017-01-01,2018-12-01,24.0
858814,2018-12-01,,2017-01-01,2018-12-01,24.0
680565,2013-06-01,,2017-01-01,2018-12-01,24.0
268958,2012-08-01,,2017-01-01,2018-12-01,24.0
496482,2018-05-01,,2017-01-01,2018-12-01,24.0
464137,2014-03-01,,2017-01-01,2018-12-01,24.0
958800,2017-05-01,,2017-01-01,2018-12-01,24.0
691520,2015-02-01,,2017-01-01,2018-12-01,24.0
611051,2016-03-01,,2017-01-01,2018-12-01,24.0
151183,2013-08-01,,2017-01-01,2018-12-01,24.0
633135,2014-07-01,,2017-01-01,2018-12-01,24.0
487027,2018-10-01,,2017-01-01,2018-12-01,24.0
987612,2016-09-01,2018-12-01,2017-01-01,2018-12-01,24.0
830071,2018-08-01,,2017-01-01,2018-12-01,24.0
905469,2018-10-01,,2017-01-01,2018-12-01,24.0
811139,2016-06-01,,2017-01-01,2018-12-01,24.0
617108,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
252147,2018-04-01,2018-12-01,2018-02-01,2018-12-01,11.0
586891,2016-07-01,,2017-01-01,2018-12-01,24.0
660197,2015-06-01,,2017-01-01,2018-12-01,24.0
898788,2013-04-01,,2017-01-01,2018-12-01,24.0
411365,2018-09-01,,2017-01-01,2018-12-01,24.0
184976,2015-11-01,,2017-01-01,2018-12-01,24.0
952629,2015-01-01,,2017-01-01,2018-12-01,24.0
962055,2012-06-01,,2017-01-01,2018-12-01,24.0
951226,2012-08-01,,2017-01-01,2018-12-01,24.0
478431,2017-05-01,,2017-01-01,2018-12-01,24.0
153261,2016-12-01,,2017-01-01,2018-12-01,24.0
455234,2017-07-01,2018-03-01,2017-01-01,2018-12-01,24.0
441724,2012-12-01,,2017-01-01,2018-12-01,24.0
103359,2016-03-01,,2017-01-01,2018-12-01,24.0
509614,2014-07-01,2015-03-01,2017-01-01,2018-12-01,24.0
634916,2017-05-01,,2017-01-01,2018-12-01,24.0
415077,2012-07-01,,2017-01-01,2018-12-01,24.0
556622,2013-09-01,,2017-01-01,2018-12-01,24.0
160250,2012-10-01,,2017-01-01,2018-12-01,24.0
118418,2018-03-01,,2018-02-01,2018-12-01,11.0
356980,2012-07-01,,2017-01-01,2018-12-01,24.0
617916,2016-08-01,,2017-01-01,2018-12-01,24.0
125996,2013-11-01,,2017-01-01,2018-12-01,24.0
135977,2016-09-01,,2017-01-01,2018-12-01,24.0
948053,2013-03-01,,2017-01-01,2018-12-01,24.0
165138,2016-05-01,,2017-01-01,2018-12-01,24.0
593007,2013-08-01,2018-09-01,2017-01-01,2018-12-01,24.0
207047,2018-05-01,,2017-01-01,2018-12-01,24.0
276152,2015-08-01,,2017-01-01,2018-12-01,24.0
780728,2017-01-01,,2017-01-01,2018-12-01,24.0
389995,2013-04-01,,2017-01-01,2018-12-01,24.0
112661,2013-08-01,2017-05-01,2017-01-01,2018-12-01,24.0
682288,2012-08-01,,2017-01-01,2018-12-01,24.0
271432,2017-11-01,,2017-01-01,2018-12-01,24.0
267951,2014-12-01,,2017-01-01,2018-12-01,24.0
407648,2014-11-01,2015-07-01,2017-01-01,2018-12-01,24.0
742886,2015-04-01,,2017-01-01,2018-12-01,24.0
259170,2018-08-01,,2017-01-01,2018-12-01,24.0
379716,2015-09-01,,2017-01-01,2018-12-01,24.0
955633,2014-07-01,,2017-01-01,2018-12-01,24.0
902690,2014-02-01,,2017-01-01,2018-12-01,24.0
406373,2017-01-01,,2017-01-01,2018-12-01,24.0
186246,2017-07-01,,2017-01-01,2018-12-01,24.0
467580,2018-11-01,,2017-01-01,2018-12-01,24.0
492757,2013-10-01,,2017-01-01,2018-12-01,24.0
728655,2014-02-01,,2017-01-01,2018-12-01,24.0
437407,2017-02-01,,2017-01-01,2018-12-01,24.0
571845,2013-06-01,2016-08-01,2017-01-01,2018-12-01,24.0
436975,2015-07-01,,2017-01-01,2018-12-01,24.0
126097,2015-04-01,,2017-01-01,2018-12-01,24.0
779046,2016-04-01,,2017-01-01,2018-12-01,24.0
638618,2014-08-01,,2017-01-01,2018-12-01,24.0
627893,2015-04-01,,2017-01-01,2018-12-01,24.0
831780,2018-06-01,,2017-01-01,2018-12-01,24.0
107519,2018-02-01,2018-10-01,2018-02-01,2018-12-01,11.0
444092,2016-06-01,,2017-01-01,2018-12-01,24.0
975614,2014-11-01,,2017-01-01,2018-12-01,24.0
269960,2014-08-01,,2017-01-01,2018-12-01,24.0
519726,2017-07-01,,2017-01-01,2018-12-01,24.0
327530,2017-02-01,,2017-01-01,2018-12-01,24.0
511342,2016-11-01,,2017-01-01,2018-12-01,24.0
298999,2018-04-01,,2018-02-01,2018-12-01,11.0
254575,2012-08-01,,2017-01-01,2018-12-01,24.0
229692,2017-12-01,2018-08-01,2017-01-01,2018-12-01,24.0
129743,2014-07-01,2016-02-01,2017-01-01,2018-12-01,24.0
146572,2014-02-01,2014-10-01,2017-01-01,2018-12-01,24.0
301563,2016-08-01,,2017-01-01,2018-12-01,24.0
613234,2012-08-01,,2017-01-01,2018-12-01,24.0
731160,2013-12-01,,2017-01-01,2018-12-01,24.0
194959,2014-10-01,,2017-01-01,2018-12-01,24.0
973951,2014-04-01,,2017-01-01,2018-12-01,24.0
770651,2018-10-01,,2017-01-01,2018-12-01,24.0
910336,2018-10-01,,2017-01-01,2018-12-01,24.0
304601,2016-09-01,,2017-01-01,2018-12-01,24.0
553412,2013-09-01,,2017-01-01,2018-12-01,24.0
568484,2015-04-01,,2017-01-01,2018-12-01,24.0
166911,2012-06-01,,2017-01-01,2018-12-01,24.0
637235,2015-05-01,2016-01-01,2017-01-01,2018-12-01,24.0
960555,2012-12-01,,2017-01-01,2018-12-01,24.0
803747,2017-07-01,,2017-01-01,2018-12-01,24.0
307166,2012-09-01,,2017-01-01,2018-12-01,24.0
799857,2012-10-01,,2017-01-01,2018-12-01,24.0
648648,2015-09-01,,2017-01-01,2018-12-01,24.0
301794,2012-05-01,,2017-01-01,2018-12-01,24.0
286954,2013-02-01,,2017-01-01,2018-12-01,24.0
705262,2017-09-01,,2017-01-01,2018-12-01,24.0
430221,2018-10-01,,2017-01-01,2018-12-01,24.0
695428,2017-11-01,,2017-01-01,2018-12-01,24.0
772437,2015-01-01,,2017-01-01,2018-12-01,24.0
834270,2012-11-01,,2017-01-01,2018-12-01,24.0
867840,2018-01-01,,2017-01-01,2018-12-01,24.0
673934,2012-09-01,,2017-01-01,2018-12-01,24.0
355184,2013-12-01,,2017-01-01,2018-12-01,24.0
839295,2013-07-01,,2017-01-01,2018-12-01,24.0
920966,2017-03-01,,2017-01-01,2018-12-01,24.0
992072,2013-02-01,,2017-01-01,2018-12-01,24.0
159233,2017-06-01,,2017-01-01,2018-12-01,24.0
145480,2013-05-01,,2017-01-01,2018-12-01,24.0
371191,2016-12-01,,2017-01-01,2018-12-01,24.0
514552,2013-04-01,,2017-01-01,2018-12-01,24.0
615673,2015-08-01,,2017-01-01,2018-12-01,24.0
692252,2015-01-01,,2017-01-01,2018-12-01,24.0
828481,2015-07-01,,2017-01-01,2018-12-01,24.0
210752,2013-07-01,,2017-01-01,2018-12-01,24.0
115405,2015-07-01,,2017-01-01,2018-12-01,24.0
655085,2018-06-01,,2017-01-01,2018-12-01,24.0
956619,2015-09-01,,2017-01-01,2018-12-01,24.0
754774,2015-06-01,,2017-01-01,2018-12-01,24.0
289354,2012-11-01,,2017-01-01,2018-12-01,24.0
613908,2012-09-01,,2017-01-01,2018-12-01,24.0
538979,2017-08-01,,2017-01-01,2018-12-01,24.0
754264,2015-08-01,,2017-01-01,2018-12-01,24.0
421432,2015-07-01,2016-03-01,2017-01-01,2018-12-01,24.0
149430,2018-01-01,2018-09-01,2017-01-01,2018-12-01,24.0
634423,2016-09-01,,2017-01-01,2018-12-01,24.0
342679,2015-04-01,,2017-01-01,2018-12-01,24.0
717806,2015-12-01,,2017-01-01,2018-12-01,24.0
226511,2013-09-01,,2017-01-01,2018-12-01,24.0
586100,2017-01-01,,2017-01-01,2018-12-01,24.0
566808,2014-11-01,,2017-01-01,2018-12-01,24.0
665548,2013-09-01,,2017-01-01,2018-12-01,24.0
327470,2013-06-01,,2017-01-01,2018-12-01,24.0
584017,2012-08-01,,2017-01-01,2018-12-01,24.0
287414,2012-09-01,,2017-01-01,2018-12-01,24.0
227008,2013-08-01,,2017-01-01,2018-12-01,24.0
124987,2013-07-01,2014-03-01,2017-01-01,2018-12-01,24.0
540918,2015-09-01,,2017-01-01,2018-12-01,24.0
408931,2018-11-01,,2017-01-01,2018-12-01,24.0
518771,2013-12-01,,2017-01-01,2018-12-01,24.0
148368,2016-03-01,,2017-01-01,2018-12-01,24.0
371164,2015-05-01,,2017-01-01,2018-12-01,24.0
299278,2013-05-01,,2017-01-01,2018-12-01,24.0
784787,2016-04-01,2016-12-01,2017-01-01,2018-12-01,24.0
526644,2014-12-01,,2017-01-01,2018-12-01,24.0
699194,2018-04-01,,2018-02-01,2018-12-01,11.0
620587,2018-12-01,,2017-01-01,2018-12-01,24.0
681309,2016-11-01,,2017-01-01,2018-12-01,24.0
894620,2016-08-01,,2017-01-01,2018-12-01,24.0
217792,2014-09-01,,2017-01-01,2018-12-01,24.0
290024,2017-05-01,,2017-01-01,2018-12-01,24.0
429933,2017-01-01,,2017-01-01,2018-12-01,24.0
920545,2014-06-01,,2017-01-01,2018-12-01,24.0
314182,2014-08-01,2016-11-01,2017-01-01,2018-12-01,24.0
220601,2013-07-01,2013-11-01,2017-01-01,2018-12-01,24.0
407173,2013-03-01,,2017-01-01,2018-12-01,24.0
307321,2018-08-01,,2017-01-01,2018-12-01,24.0
720007,2012-12-01,,2017-01-01,2018-12-01,24.0
954424,2016-01-01,2018-08-01,2017-01-01,2018-12-01,24.0
691332,2018-04-01,2018-12-01,2018-02-01,2018-12-01,11.0
491253,2015-08-01,,2017-01-01,2018-12-01,24.0
144756,2015-07-01,,2017-01-01,2018-12-01,24.0
670040,2012-12-01,,2017-01-01,2018-12-01,24.0
634807,2012-08-01,,2017-01-01,2018-12-01,24.0
129429,2016-12-01,,2017-01-01,2018-12-01,24.0
966285,2016-04-01,,2017-01-01,2018-12-01,24.0
340691,2015-12-01,,2017-01-01,2018-12-01,24.0
959364,2017-08-01,,2017-01-01,2018-12-01,24.0
597630,2015-12-01,2017-04-01,2017-01-01,2018-12-01,24.0
630869,2016-07-01,,2017-01-01,2018-12-01,24.0
974500,2016-04-01,,2017-01-01,2018-12-01,24.0
296736,2016-05-01,,2017-01-01,2018-12-01,24.0
438263,2014-05-01,,2017-01-01,2018-12-01,24.0
198407,2016-03-01,2016-11-01,2017-01-01,2018-12-01,24.0
601583,2016-10-01,2018-04-01,2017-01-01,2018-12-01,24.0
352581,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
759603,2018-02-01,,2018-02-01,2018-12-01,11.0
526663,2015-09-01,,2017-01-01,2018-12-01,24.0
707042,2012-04-01,,2017-01-01,2018-12-01,24.0
134180,2014-09-01,,2017-01-01,2018-12-01,24.0
539537,2016-08-01,,2017-01-01,2018-12-01,24.0
260155,2015-02-01,,2017-01-01,2018-12-01,24.0
697079,2018-06-01,,2017-01-01,2018-12-01,24.0
420222,2013-09-01,,2017-01-01,2018-12-01,24.0
580586,2015-03-01,,2017-01-01,2018-12-01,24.0
833627,2017-10-01,2018-06-01,2017-01-01,2018-12-01,24.0
110099,2013-01-01,,2017-01-01,2018-12-01,24.0
332208,2013-11-01,,2017-01-01,2018-12-01,24.0
709123,2012-11-01,,2017-01-01,2018-12-01,24.0
347861,2016-06-01,,2017-01-01,2018-12-01,24.0
668000,2012-11-01,,2017-01-01,2018-12-01,24.0
641123,2012-12-01,,2017-01-01,2018-12-01,24.0
788332,2014-10-01,,2017-01-01,2018-12-01,24.0
415327,2017-09-01,,2017-01-01,2018-12-01,24.0
531793,2016-05-01,,2017-01-01,2018-12-01,24.0
598016,2016-05-01,,2017-01-01,2018-12-01,24.0
121751,2018-07-01,,2017-01-01,2018-12-01,24.0
361892,2014-03-01,,2017-01-01,2018-12-01,24.0
201564,2013-03-01,,2017-01-01,2018-12-01,24.0
508728,2012-11-01,,2017-01-01,2018-12-01,24.0
550213,2013-07-01,,2017-01-01,2018-12-01,24.0
173485,2014-01-01,,2017-01-01,2018-12-01,24.0
571017,2015-12-01,,2017-01-01,2018-12-01,24.0
455594,2012-10-01,,2017-01-01,2018-12-01,24.0
330249,2013-09-01,,2017-01-01,2018-12-01,24.0
794348,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
561874,2014-04-01,,2017-01-01,2018-12-01,24.0
319504,2017-03-01,,2017-01-01,2018-12-01,24.0
746502,2018-02-01,,2018-02-01,2018-12-01,11.0
372069,2017-07-01,,2017-01-01,2018-12-01,24.0
600013,2017-12-01,,2017-01-01,2018-12-01,24.0
722629,2015-05-01,,2017-01-01,2018-12-01,24.0
556266,2014-08-01,,2017-01-01,2018-12-01,24.0
842405,2017-08-01,,2017-01-01,2018-12-01,24.0
919668,2017-09-01,,2017-01-01,2018-12-01,24.0
925433,2015-08-01,,2017-01-01,2018-12-01,24.0
489781,2016-09-01,,2017-01-01,2018-12-01,24.0
462459,2017-09-01,,2017-01-01,2018-12-01,24.0
595681,2015-04-01,,2017-01-01,2018-12-01,24.0
680754,2018-11-01,,2017-01-01,2018-12-01,24.0
